专业,院校名称,2020投档计划数,2020最低分,2020投档最低位次,2021投档计划数,2021最低分,2021投档最低位次,2022投档计划数,2022最低分,2022投档最低位次,特点,一流大学与一流学科,院校性质
土木工程(中外合作办学),西南交通大学,none,none,none,none,none,none,5,565,"41,919",211,一流学科,公办
土木类(中外合作办学),西南交通大学,4,593,"32,054",3,577,"32,304",none,none,none,211,一流学科,公办
外国语言文学类,西南交通大学,8,612,"19,382",10,594,"20,044",10,588,"22,519",211,一流学科,公办
物流管理与工程类,西南交通大学,3,614,"17,969",3,592,"21,468",3,585,"24,139",211,一流学科,公办
新能源科学与工程,西南交通大学,none,none,none,3,598,"17,571",8,593,"18,987",211,一流学科,公办
新闻传播学类,西南交通大学,3,617,"16,499",3,601,"16,408",3,597,"17,058",211,一流学科,公办
应用物理学,西南交通大学,16,612,"18,866",16,594,"20,235",14,589,"21,737",211,一流学科,公办
应用心理学,西南交通大学,1,619,"15,544",1,612,"10,960",none,none,none,211,一流学科,公办
政治学与行政学,西南交通大学,2,612,"19,078",3,595,"19,769",1,595,"18,193",211,一流学科,公办
制药工程,西南交通大学,7,610,"20,310",8,590,"22,407",8,584,"24,944",211,一流学科,公办
智慧交通,西南交通大学,none,none,none,none,none,none,3,596,"17,649",211,一流学科,公办
智能建造,西南交通大学,none,none,none,2,601,"16,263",4,594,"18,642",211,一流学科,公办
智能制造工程,西南交通大学,none,none,none,3,600,"16,469",8,595,"17,779",211,一流学科,公办
自动化,西南交通大学,none,none,none,none,none,none,4,600,"15,152",211,一流学科,公办
材料类,西南科技大学,9,551,"79,572",9,533,"85,919",9,528,"93,213",省重点,none,公办
测绘工程,西南科技大学,5,546,"87,297",5,529,"92,227",5,527,"94,946",省重点,none,公办
电气工程及其自动化,西南科技大学,6,562,"64,011",4,549,"62,256",5,548,"62,350",省重点,none,公办
电子信息类,西南科技大学,6,569,"55,787",4,553,"56,793",5,552,"57,017",省重点,none,公办
法学类,西南科技大学,5,566,"60,028",3,551,"59,466",4,549,"60,874",省重点,none,公办
工商管理类,西南科技大学,3,565,"60,623",3,550,"60,885",3,544,"67,637",省重点,none,公办
工业工程,西南科技大学,4,547,"85,817",4,532,"86,986",4,529,"91,584",省重点,none,公办
公共事业管理,西南科技大学,3,560,"67,680",4,544,"69,288",3,539,"75,296",省重点,none,公办
管理科学与工程类,西南科技大学,4,556,"72,670",4,538,"76,938",4,531,"88,405",省重点,none,公办
广播电视学,西南科技大学,3,556,"72,708",3,545,"67,349",3,544,"67,687",省重点,none,公办
机械类,西南科技大学,5,559,"67,970",5,544,"68,179",5,541,"71,468",省重点,none,公办
计算机类,西南科技大学,6,572,"52,917",4,562,"46,297",5,561,"45,969",省重点,none,公办
交通工程,西南科技大学,4,548,"84,243",4,533,"85,574",4,531,"87,999",省重点,none,公办
矿业类,西南科技大学,5,536,"102,734",5,522,"104,752",5,516,"116,580",省重点,none,公办
能源化学工程,西南科技大学,4,549,"82,125",5,534,"84,424",4,531,"88,677",省重点,none,公办
思想政治教育,西南科技大学,3,560,"67,016",3,547,"64,778",3,545,"66,845",省重点,none,公办
土木类,西南科技大学,5,552,"78,161",5,536,"80,758",5,529,"91,408",省重点,none,公办
外国语言文学类,西南科技大学,3,560,"66,607",4,546,"66,366",3,542,"70,586",省重点,none,公办
西班牙语,西南科技大学,3,567,"58,820",3,547,"64,942",3,541,"72,372",省重点,none,公办
中国语言文学类,西南科技大学,5,563,"63,219",3,552,"58,788",4,551,"58,691",省重点,none,公办
材料科学与工程,西南林业大学,2,509,"152,653",2,499,"152,420",2,495,"160,087",省重点,none,公办
测绘工程,西南林业大学,3,512,"145,859",3,499,"152,842",3,495,"160,164",省重点,none,公办
车辆工程,西南林业大学,3,510,"149,549",3,501,"147,232",3,500,"148,931",省重点,none,公办
电子信息工程,西南林业大学,2,519,"133,353",3,509,"131,544",3,507,"133,807",省重点,none,公办
高分子材料与工程,西南林业大学,2,508,"153,190",3,502,"146,655",3,499,"152,988",省重点,none,公办
工商管理,西南林业大学,4,521,"129,339",4,510,"128,792",4,505,"139,113",省重点,none,公办
公共事业管理,西南林业大学,4,517,"137,653",4,507,"134,547",4,504,"140,704",省重点,none,公办
环境工程,西南林业大学,2,521,"128,851",2,509,"130,427",2,506,"136,365",省重点,none,公办
环境科学,西南林业大学,3,522,"127,180",3,512,"125,185",3,507,"133,508",省重点,none,公办
机械电子工程,西南林业大学,3,517,"135,804",3,506,"136,004",3,503,"142,112",省重点,none,公办
机械设计制造及其自动化,西南林业大学,2,527,"118,255",2,515,"119,198",2,512,"123,018",省重点,none,公办
交通运输,西南林业大学,3,512,"145,603",3,502,"146,393",3,500,"150,613",省重点,none,公办
林产化工,西南林业大学,3,506,"157,024",3,496,"158,880",3,494,"162,669",省重点,none,公办
林学,西南林业大学,2,528,"117,402",2,518,"113,498",2,517,"113,295",省重点,none,公办
旅游管理,西南林业大学,4,518,"135,661",4,506,"136,612",4,499,"152,437",省重点,none,公办
木材科学与工程,西南林业大学,4,505,"160,729",4,496,"159,316",4,493,"166,721",省重点,none,公办
农学,西南林业大学,3,516,"138,808",3,505,"138,230",3,506,"136,105",省重点,none,公办
森林工程,西南林业大学,3,512,"145,839",3,501,"147,429",3,496,"158,779",省重点,none,公办
消防工程,西南林业大学,1,518,"135,722",1,509,"131,275",1,506,"135,663",省重点,none,公办
英语,西南林业大学,3,533,"108,952",3,526,"97,662",3,521,"106,948",省重点,none,公办
园林,西南林业大学,1,538,"100,578",2,524,"100,680",2,521,"105,614",省重点,none,公办
园艺,西南林业大学,3,522,"127,537",3,510,"128,666",3,507,"133,522",省重点,none,公办
电气工程及其自动化,西南民族大学,none,none,none,none,none,none,4,543,"68,879",none,none,公办
电气工程及其自动化(只招少数民族考生),西南民族大学,4,515,"139,797",3,509,"129,978",none,none,none,none,none,公办
电子信息类,西南民族大学,3,558,"69,702",3,545,"66,873",8,545,"66,143",none,none,公办
电子信息类(只招少数民族考生),西南民族大学,4,513,"143,420",3,519,"110,429",none,none,none,none,none,公办
动物科学,西南民族大学,2,549,"83,153",5,535,"82,514",4,530,"90,129",none,none,公办
动物医学,西南民族大学,2,551,"79,489",none,none,none,3,539,"75,207",none,none,公办
动物医学(只招少数民族考生),西南民族大学,2,517,"137,073",4,504,"140,553",none,none,none,none,none,公办
法学,西南民族大学,2,576,"48,364",3,565,"43,599",3,566,"41,210",none,none,公办
法学(只招少数民族考生),西南民族大学,2,559,"68,786",3,548,"64,056",none,none,none,none,none,公办
工商管理类,西南民族大学,none,none,none,4,551,"59,385",3,545,"66,520",none,none,公办
工商管理类(只招少数民族考生),西南民族大学,none,none,none,4,521,"107,343",none,none,none,none,none,公办
化学类,西南民族大学,none,none,none,none,none,none,4,530,"88,997",none,none,公办
化学类(只招少数民族考生),西南民族大学,none,none,none,3,509,"130,915",none,none,none,none,none,公办
会计学,西南民族大学,none,none,none,none,none,none,3,549,"60,855",none,none,公办
会计学(只招少数民族考生),西南民族大学,4,527,"119,344",4,522,"105,173",none,none,none,none,none,公办
计算机类,西南民族大学,3,560,"66,641",3,549,"61,458",8,548,"62,053",none,none,公办
计算机类(只招少数民族考生),西南民族大学,4,516,"137,971",4,519,"110,085",none,none,none,none,none,公办
建筑类,西南民族大学,none,none,none,3,547,"65,031",3,546,"64,260",none,none,公办
金融学类,西南民族大学,4,568,"57,109",4,556,"53,563",3,551,"58,342",none,none,公办
金融学类(只招少数民族考生),西南民族大学,4,529,"115,688",4,524,"100,798",none,none,none,none,none,公办
旅游管理,西南民族大学,none,none,none,none,none,none,4,515,"117,641",none,none,公办
旅游管理(只招少数民族考生),西南民族大学,2,515,"141,381",4,510,"129,030",none,none,none,none,none,公办
社会学类,西南民族大学,2,566,"60,027",3,553,"56,777",3,547,"63,564",none,none,公办
生物技术(只招少数民族考生),西南民族大学,2,519,"133,087",4,513,"122,632",none,none,none,none,none,公办
食品科学与工程类,西南民族大学,none,none,none,none,none,none,4,534,"83,235",none,none,公办
食品科学与工程类(只招少数民族考生),西南民族大学,3,509,"151,481",3,505,"139,611",none,none,none,none,none,公办
数学类,西南民族大学,none,none,none,none,none,none,4,535,"81,779",none,none,公办
数学类(只招少数民族考生),西南民族大学,none,none,none,4,507,"134,075",none,none,none,none,none,公办
新闻传播学类,西南民族大学,none,none,none,none,none,none,3,555,"52,974",none,none,公办
新闻传播学类(只招少数民族考生),西南民族大学,none,none,none,3,543,"70,024",none,none,none,none,none,公办
英语,西南民族大学,none,none,none,none,none,none,3,548,"62,707",none,none,公办
英语(只招少数民族考生),西南民族大学,3,537,"101,875",3,529,"93,304",none,none,none,none,none,公办
制药工程,西南民族大学,none,none,none,none,none,none,3,527,"95,191",none,none,公办
制药工程(只招少数民族考生),西南民族大学,2,509,"151,745",4,505,"139,863",none,none,none,none,none,公办
中国语言文学类,西南民族大学,none,none,none,none,none,none,3,559,"48,801",none,none,公办
中国语言文学类(只招少数民族考生),西南民族大学,none,none,none,3,534,"83,353",none,none,none,none,none,公办
中药学(只招少数民族考生),西南民族大学,3,508,"154,584",3,505,"139,463",none,none,none,none,none,公办
安全工程,西南石油大学,2,581,"43,484",2,566,"42,827",2,571,"35,628",省重点,一流学科,公办
材料成型及控制工程,西南石油大学,3,576,"47,923",3,565,"43,768",3,562,"44,986",省重点,一流学科,公办
材料科学与工程,西南石油大学,3,581,"42,594",3,567,"41,433",5,561,"45,936",省重点,一流学科,公办
测绘工程,西南石油大学,3,576,"47,807",4,562,"46,265",4,561,"45,981",省重点,一流学科,公办
测控技术与仪器,西南石油大学,3,576,"47,664",3,569,"39,739",3,567,"39,779",省重点,一流学科,公办
城市地下空间工程,西南石油大学,3,577,"46,882",3,561,"47,878",3,560,"46,779",省重点,一流学科,公办
储能科学与工程,西南石油大学,none,none,none,4,563,"45,637",4,563,"44,088",省重点,一流学科,公办
地理信息科学,西南石油大学,3,584,"40,279",3,568,"40,731",3,569,"37,950",省重点,一流学科,公办
地质学,西南石油大学,3,582,"42,394",3,566,"42,394",4,563,"43,667",省重点,一流学科,公办
电气工程及其自动化,西南石油大学,4,586,"38,407",4,576,"33,103",4,577,"30,624",省重点,一流学科,公办
电子商务,西南石油大学,3,579,"45,333",3,565,"43,120",none,none,none,省重点,一流学科,公办
俄语,西南石油大学,2,579,"45,540",5,563,"45,861",3,557,"50,791",省重点,一流学科,公办
法学,西南石油大学,4,587,"37,535",5,576,"33,348",2,578,"29,403",省重点,一流学科,公办
高分子材料与工程,西南石油大学,3,580,"43,667",3,565,"43,077",3,564,"42,553",省重点,一流学科,公办
工程管理,西南石油大学,3,576,"48,209",4,563,"45,214",4,559,"48,472",省重点,一流学科,公办
工商管理类,西南石油大学,7,579,"45,445",4,567,"41,076",2,568,"38,919",省重点,一流学科,公办
工业设计,西南石油大学,2,583,"40,909",2,571,"37,289",3,567,"40,231",省重点,一流学科,公办
国际经济与贸易,西南石油大学,3,581,"43,303",3,570,"38,762",2,572,"35,099",省重点,一流学科,公办
过程装备与控制工程,西南石油大学,none,none,none,none,none,none,6,562,"44,540",省重点,一流学科,公办
海洋油气工程,西南石油大学,2,583,"41,243",2,569,"39,307",2,566,"40,573",省重点,一流学科,公办
化学,西南石油大学,3,579,"44,898",3,566,"42,553",3,565,"41,759",省重点,一流学科,公办
化学工程与工艺,西南石油大学,5,577,"46,911",2,567,"41,177",4,563,"43,439",省重点,一流学科,公办
化学工程与工艺(中外高水平大学学生交流计划),西南石油大学,none,none,none,3,509,"130,505",none,none,none,省重点,一流学科,公办
环境工程,西南石油大学,2,584,"40,411",2,568,"40,003",4,562,"44,915",省重点,一流学科,公办
会计学,西南石油大学,3,590,"34,792",3,577,"32,391",2,575,"32,080",省重点,一流学科,公办
机械工程,西南石油大学,none,none,none,none,none,none,5,562,"45,135",省重点,一流学科,公办
机械工程(中外高水平大学学生交流计划),西南石油大学,none,none,none,3,541,"73,048",none,none,none,省重点,一流学科,公办
机械类,西南石油大学,11,579,"45,023",8,567,"41,389",none,none,none,省重点,一流学科,公办
机械设计制造及其自动化,西南石油大学,none,none,none,none,none,none,3,567,"39,905",省重点,一流学科,公办
计算机科学与技术(中外高水平大学学生交流计划),西南石油大学,none,none,none,3,561,"47,888",none,none,none,省重点,一流学科,公办
计算机类,西南石油大学,17,585,"39,105",14,574,"34,927",14,575,"32,607",省重点,一流学科,公办
经济学,西南石油大学,3,586,"37,687",2,573,"35,457",2,575,"32,772",省重点,一流学科,公办
勘查技术与工程,西南石油大学,2,577,"47,131",2,564,"44,292",4,560,"47,191",省重点,一流学科,公办
人工智能,西南石油大学,none,none,none,2,573,"35,291",2,575,"32,665",省重点,一流学科,公办
社会工作,西南石油大学,2,578,"46,108",2,567,"41,160",2,567,"40,230",省重点,一流学科,公办
石油工程,西南石油大学,6,583,"41,155",6,569,"39,615",9,567,"39,871",省重点,一流学科,公办
市场营销(中外高水平大学学生交流计划),西南石油大学,none,none,none,3,512,"125,428",none,none,none,省重点,一流学科,公办
数学与应用数学,西南石油大学,4,581,"42,808",4,570,"38,411",4,570,"36,782",省重点,一流学科,公办
思想政治教育,西南石油大学,none,none,none,3,572,"36,914",2,573,"34,343",省重点,一流学科,公办
通信工程,西南石油大学,6,582,"42,260",6,571,"37,619",4,573,"34,212",省重点,一流学科,公办
土木工程,西南石油大学,6,577,"47,459",6,566,"42,464",6,560,"46,904",省重点,一流学科,公办
新能源材料与器件,西南石油大学,5,576,"47,892",5,564,"44,026",6,566,"41,034",省重点,一流学科,公办
新能源科学与工程,西南石油大学,3,583,"40,704",3,568,"40,460",3,571,"36,225",省重点,一流学科,公办
信息与计算科学,西南石油大学,4,580,"43,556",4,568,"40,757",4,570,"37,260",省重点,一流学科,公办
应用化学,西南石油大学,3,582,"42,295",3,568,"40,676",3,566,"40,881",省重点,一流学科,公办
油气储运工程,西南石油大学,3,584,"40,102",3,570,"38,301",4,568,"38,648",省重点,一流学科,公办
智能感知工程,西南石油大学,none,none,none,none,none,none,4,567,"40,129",省重点,一流学科,公办
