山东省2020年普通类常规批第1次志愿投档情况表,,,,,,,,
专业,院校,普通类,,,,,,
,,计划数,投档计划数,投出数,最低分,最低位次,,
47园艺,A566广东海洋大学,1,1,1,541,94139,,
50动物科学,A566广东海洋大学,1,1,1,547,85154,,
51动物医学,A566广东海洋大学,2,2,2,571,54029,,
53园林,A566广东海洋大学,4,4,4,541,95577,,
54水产养殖学,A566广东海洋大学,12,12,12,531,111964,,
55海洋渔业科学与技术,A566广东海洋大学,5,5,5,537,101000,,
56水生动物医学,A566广东海洋大学,5,5,5,534,106640,,
65工业工程,A566广东海洋大学,2,2,2,540,96020,,
01临床医学,A571广东医科大学,3,3,3,603,24439,,
03麻醉学,A571广东医科大学,3,3,3,598,28435,,
04医学影像学,A571广东医科大学,3,3,3,597,28825,,
08口腔医学,A571广东医科大学,3,3,3,605,23644,,
10康复治疗学,A571广东医科大学,2,2,2,582,42222,,
11法医学,A571广东医科大学,2,2,2,593,31895,,
13医学检验技术,A571广东医科大学,3,3,3,587,36851,,
16药学,A571广东医科大学,2,2,2,587,37400,,
21预防医学,A571广东医科大学,2,2,2,590,34353,,
02中医学（5+3一体化）,A572广州中医药大学,2,2,2,625,12715,,
04中医学,A572广州中医药大学,4,4,4,614,18136,,
06中西医临床医学,A572广州中医药大学,1,1,1,617,16675,,
07临床医学,A572广州中医药大学,2,2,2,601,25799,,
08医学影像学,A572广州中医药大学,1,1,1,595,30140,,
09眼视光学,A572广州中医药大学,2,2,2,589,35451,,
0A针灸推拿学,A572广州中医药大学,2,2,2,606,22595,,
0B康复治疗学,A572广州中医药大学,1,1,1,604,23960,,
0D医学检验技术,A572广州中医药大学,1,1,1,590,34627,,
0F中医养生学,A572广州中医药大学,1,1,1,583,41192,,
0G中药学类,A572广州中医药大学,2,2,2,589,35785,,
0H药学类,A572广州中医药大学,3,3,3,587,37342,,
0J应用心理学,A572广州中医药大学,1,1,1,596,29520,,
0K国际经济与贸易,A572广州中医药大学,1,1,1,586,38484,,
0M健康服务与管理,A572广州中医药大学,1,1,1,594,31463,,
0N计算机科学与技术,A572广州中医药大学,1,1,1,590,34519,,
0R英语,A572广州中医药大学,2,2,2,590,34885,,
0S护理学,A572广州中医药大学,2,2,2,581,43285,,
01药学类,A573广东药科大学,3,3,3,577,47367,,
03制药工程,A573广东药科大学,3,3,3,567,58460,,
06中药学类,A573广东药科大学,3,3,3,570,55095,,
0B海洋药学,A573广东药科大学,3,3,3,567,58198,,
0C预防医学,A573广东药科大学,3,3,3,568,56745,,
0E临床医学,A573广东药科大学,3,3,3,583,40816,,
10中医学,A573广东药科大学,4,4,4,565,60059,,
0A心理学（师范）,A574华南师范大学,4,4,4,621,14450,,
11生物科学（师范）,A574华南师范大学,5,5,5,614,17947,,
14计算机科学与技术（师范）,A574华南师范大学,4,4,4,612,19143,,
1A旅游管理,A574华南师范大学,4,4,4,604,24224,,
1K人力资源管理,A574华南师范大学,3,3,3,613,18701,,
1Q法学,A574华南师范大学,4,4,4,614,18264,,
1U汉语言文学（师范）,A574华南师范大学,4,4,4,617,16634,,
1X编辑出版学,A574华南师范大学,4,4,4,613,18780,,
24通信工程,A574华南师范大学,4,4,4,612,18909,,
25光电信息科学与工程,A574华南师范大学,4,4,4,609,20813,,
03法学,A576韶关学院,5,5,5,512,146852,,
09新闻学,A576韶关学院,5,5,5,502,165650,,
34英语（师范）,A576韶关学院,7,7,7,502,165803,,
66护理学,A576韶关学院,5,5,5,496,178932,,
10园林,A577惠州学院,4,4,4,497,175590,,
20电气工程及其自动化,A577惠州学院,4,4,4,502,166280,,
26应用化学,A577惠州学院,4,4,4,496,177568,,
27化学工程与工艺,A577惠州学院,4,4,4,494,181374,,
50地理信息科学,A577惠州学院,4,4,4,501,167273,,
01材料科学与工程,A578韩山师范学院,2,2,2,489,191439,,
13小学教育,A578韩山师范学院,2,2,2,501,167815,,
21档案学,A578韩山师范学院,2,2,2,498,174658,,
41日语,A578韩山师范学院,2,2,2,508,154795,,
51物理学,A578韩山师范学院,3,3,3,493,184644,,
58社会工作,A578韩山师范学院,3,3,3,492,185319,,
01汉语言文学（师范）,A579岭南师范学院,1,1,1,526,120173,,
07社会工作,A579岭南师范学院,1,1,1,500,170211,,
08历史学（师范）,A579岭南师范学院,2,2,2,524,124099,,
20生物技术,A579岭南师范学院,2,2,2,495,179333,,
4C汽车服务工程,A579岭南师范学院,1,1,1,486,199337,,
0D中国语言文学类,A580肇庆学院,4,4,4,506,158585,,
0Y食品科学与工程类,A580肇庆学院,4,4,4,490,191065,,
29经济学,A585广州体育学院,1,1,1,517,136566,,
30公共事业管理,A585广州体育学院,1,1,1,495,179567,,
01金融学,A589海南大学,2,2,2,605,23668,,
02国际经济与贸易,A589海南大学,3,3,3,602,25466,,
03法学,A589海南大学,4,4,4,610,20281,,
04思想政治教育,A589海南大学,3,3,3,603,24914,,
05汉语言文学,A589海南大学,3,3,3,605,23386,,
06传播学,A589海南大学,3,3,3,600,27001,,
07戏剧影视文学,A589海南大学,10,10,10,584,40514,,
08英语,A589海南大学,8,8,8,601,26357,,
09日语,A589海南大学,3,3,3,599,27466,,
0A俄语,A589海南大学,3,3,3,594,31614,,
0B数学与应用数学,A589海南大学,5,5,5,598,28147,,
0C应用化学,A589海南大学,3,3,3,597,28721,,
0D应用物理学,A589海南大学,3,3,3,593,32337,,
0E生物科学,A589海南大学,1,1,1,602,25128,,
0F生物技术,A589海南大学,4,4,4,595,30419,,
0G药学,A589海南大学,3,3,3,596,29987,,
0H生态学,A589海南大学,8,8,8,583,40538,,
0J环境科学,A589海南大学,2,2,2,596,29692,,
0M自动化,A589海南大学,2,2,2,598,28152,,
0Q智能科学与技术,A589海南大学,6,6,6,598,28262,,
0S软件工程（NIIT）,A589海南大学,9,9,9,594,31028,,
0X建筑学,A589海南大学,2,2,2,596,29393,,
0Y土木工程,A589海南大学,3,3,3,594,31013,,
0Z海洋工程与技术,A589海南大学,3,3,3,595,30651,,
10化学工程与工艺,A589海南大学,4,4,4,593,32150,,
13农学,A589海南大学,3,3,3,587,37444,,
14农业资源与环境,A589海南大学,3,3,3,588,36612,,
15园艺,A589海南大学,4,4,4,587,37173,,
16设施农业科学与工程,A589海南大学,6,6,6,580,44391,,
17植物保护,A589海南大学,8,8,8,584,40094,,
18动物科学,A589海南大学,2,2,2,591,33900,,
19动物医学,A589海南大学,2,2,2,594,31164,,
1A林学,A589海南大学,4,4,4,587,36835,,
1B园林,A589海南大学,2,2,2,590,34563,,
1C风景园林,A589海南大学,2,2,2,600,26874,,
1D海洋科学,A589海南大学,5,5,5,590,34398,,
1E水产养殖学,A589海南大学,4,4,4,587,37545,,
1M物流管理,A589海南大学,2,2,2,592,32983,,
1N农林经济管理,A589海南大学,4,4,4,590,34834,,
2A电子科学与技术,A589海南大学,10,10,10,591,33366,,
2B物联网工程,A589海南大学,10,10,10,593,31773,,
2C审计学,A589海南大学,12,12,12,594,31553,,
2D电子商务,A589海南大学,10,10,10,587,36974,,
2H机械类,A589海南大学,6,6,6,596,29956,,
2J电子信息类,A589海南大学,11,11,11,598,28317,,
2K计算机类,A589海南大学,6,6,6,600,26852,,
2L材料类,A589海南大学,11,11,11,592,33083,,
2M食品科学与工程类,A589海南大学,4,4,4,592,32683,,
2N旅游管理类,A589海南大学,11,11,11,589,35662,,
2P工商管理类,A589海南大学,11,11,11,599,27622,,
2R数据科学与大数据技术,A589海南大学,8,8,8,597,28573,,
2S网络工程,A589海南大学,8,8,8,594,31404,,
2T财务管理,A589海南大学,9,9,9,592,32886,,
38行政管理,A589海南大学,4,4,4,594,31154,,
39公共关系学,A589海南大学,4,4,4,593,32458,,
3A土地资源管理,A589海南大学,6,6,6,592,33207,,
1J会展经济与管理(中外合作办学),A589海南大学,8,8,8,572,52404,,
27人文地理与城乡规划(中外合作办学),A589海南大学,8,8,8,570,54647,,
28行政管理(中外合作办学),A589海南大学,5,5,5,576,48712,,
29酒店管理(中外合作办学),A589海南大学,16,16,16,554,75107,,
00材料科学与工程,A590深圳大学,2,2,2,616,17019,,
02新闻学,A590深圳大学,1,1,1,624,12916,,
05电子信息工程,A590深圳大学,3,3,3,625,12467,,
06电子科学与技术,A590深圳大学,2,2,2,626,12177,,
09法学,A590深圳大学,2,2,2,622,13915,,
12工商管理,A590深圳大学,3,3,3,612,19263,,
15行政管理,A590深圳大学,1,1,1,611,19970,,
16电子商务,A590深圳大学,1,1,1,619,15283,,
23自动化,A590深圳大学,1,1,1,624,12975,,
24机器人工程,A590深圳大学,1,1,1,623,13590,,
25计算机科学与技术,A590深圳大学,3,3,3,628,11328,,
29建筑学,A590深圳大学,1,1,1,627,11816,,
31风景园林,A590深圳大学,1,1,1,615,17485,,
33金融学,A590深圳大学,2,2,2,620,14738,,
34国际经济与贸易,A590深圳大学,2,2,2,617,16367,,
35会计学,A590深圳大学,1,1,1,623,13381,,
38哲学,A590深圳大学,1,1,1,611,19619,,
45生物技术,A590深圳大学,1,1,1,617,16244,,
55数学与应用数学,A590深圳大学,1,1,1,624,12941,,
59土木工程,A590深圳大学,1,1,1,612,18914,,
64德语,A590深圳大学,1,1,1,615,17542,,
67日语,A590深圳大学,1,1,1,616,16921,,
71光电信息科学与工程,A590深圳大学,2,2,2,622,13882,,
74临床医学,A590深圳大学,1,1,1,633,9472,,
77药学,A590深圳大学,1,1,1,616,16700,,
11工商管理,A592广东财经大学,1,1,1,603,24412,,
14物流管理,A592广东财经大学,1,1,1,585,39309,,
31会计学,A592广东财经大学,2,2,2,594,31389,,
41经济学,A592广东财经大学,2,2,2,591,33433,,
42经济统计学,A592广东财经大学,2,2,2,585,39024,,
61金融学,A592广东财经大学,2,2,2,591,33324,,
71财政学,A592广东财经大学,1,1,1,594,31005,,
82文化产业管理,A592广东财经大学,1,1,1,592,33277,,
84劳动与社会保障,A592广东财经大学,1,1,1,582,42215,,
A5商务英语,A592广东财经大学,1,1,1,591,33521,,
B2汉语言文学,A592广东财经大学,1,1,1,589,35582,,
D2统计学,A592广东财经大学,1,1,1,584,39879,,
E3财务管理,A592广东财经大学,2,2,2,593,32517,,
F2酒店管理,A592广东财经大学,1,1,1,576,48235,,
01数学类,A593广西大学,10,10,10,594,31100,,
03电子科学与技术,A593广西大学,10,10,10,594,31520,,
04机械类,A593广西大学,20,20,20,592,32835,,
06电气类,A593广西大学,20,20,20,595,30398,,
07土木工程,A593广西大学,20,20,20,590,34368,,
10化学类,A593广西大学,20,20,20,588,36546,,
12海洋科学,A593广西大学,10,10,10,587,37192,,
13计算机类,A593广西大学,10,10,10,598,28261,,
14电子信息类,A593广西大学,10,10,10,596,29874,,
18轻工类,A593广西大学,20,20,20,581,42755,,
27汉语言文学,A593广西大学,10,10,10,598,28327,,
29外国语言文学类,A593广西大学,10,10,10,593,32213,,
30日语,A593广西大学,10,10,10,584,40013,,
33新闻传播学类,A593广西大学,10,10,10,593,32481,,
37公共事业管理,A593广西大学,20,20,20,587,37164,,
38法学,A593广西大学,20,20,20,597,28743,,
06金融学,A594广西科技大学,2,2,2,531,112311,,
46测控技术与仪器,A594广西科技大学,4,4,4,508,153544,,
49电气工程及其自动化,A594广西科技大学,2,2,2,524,123101,,
54通信工程,A594广西科技大学,3,3,3,512,146727,,
67数据科学与大数据技术,A594广西科技大学,2,2,2,523,125775,,
68网络空间安全,A594广西科技大学,2,2,2,518,134642,,
71土木工程,A594广西科技大学,2,2,2,511,147963,,
85食品科学与工程,A594广西科技大学,3,3,3,512,146601,,
C3物流管理,A594广西科技大学,3,3,3,509,152986,,
C7工业工程,A594广西科技大学,4,4,4,507,156337,,
G3软件工程（启迪数字学院）,A594广西科技大学,4,4,4,511,147323,,
HN运动康复,A594广西科技大学,2,2,2,501,168785,,
HP新媒体技术（虚拟现实方向）,A594广西科技大学,6,6,6,505,159139,,
HU康复治疗学,A594广西科技大学,2,2,2,506,158616,,
HV智能制造工程,A594广西科技大学,2,2,2,514,142696,,
HL软件工程(中外合作办学),A594广西科技大学,10,10,10,484,203365,,
HM机械工程(中外合作办学),A594广西科技大学,7,7,7,479,211752,,
01机械类,A595桂林电子科技大学,12,12,12,562,64306,,
02电气工程及其自动化,A595桂林电子科技大学,3,3,3,573,51454,,
04电子信息类,A595桂林电子科技大学,14,14,14,573,51895,,
06计算机类,A595桂林电子科技大学,12,12,12,575,49334,,
07数字媒体技术,A595桂林电子科技大学,2,2,2,568,57608,,
0B金融学类,A595桂林电子科技大学,4,4,4,558,70069,,
0C管理科学与工程类,A595桂林电子科技大学,3,3,3,558,69632,,
0D工商管理类,A595桂林电子科技大学,5,5,5,549,81821,,
0J汉语国际教育,A595桂林电子科技大学,4,4,4,542,93019,,
0L应用统计学,A595桂林电子科技大学,3,3,3,563,63407,,
0N自动化类,A595桂林电子科技大学,8,8,8,567,58544,,
0P法学类,A595桂林电子科技大学,5,5,5,560,67188,,
0Q材料类,A595桂林电子科技大学,10,10,10,553,76927,,
0R新能源材料与器件,A595桂林电子科技大学,2,2,2,559,68776,,
0S环境工程,A595桂林电子科技大学,4,4,4,555,73483,,
0W生物医学工程,A595桂林电子科技大学,3,3,3,555,74199,,
0X土木类,A595桂林电子科技大学,4,4,4,556,72875,,
0Y交通工程,A595桂林电子科技大学,2,2,2,566,59167,,
11人工智能,A595桂林电子科技大学,2,2,2,572,52142,,
2F本科预科班（招收边防军人子女）,A595桂林电子科技大学,4,4,4,451,268786,,
1K地质工程,A596桂林理工大学,2,2,2,515,139660,,
1M勘查技术与工程,A596桂林理工大学,2,2,2,521,129615,,
1N资源勘查工程,A596桂林理工大学,2,2,2,524,123852,,
1R给排水科学与工程,A596桂林理工大学,4,4,4,518,134371,,
1S环境工程,A596桂林理工大学,2,2,2,532,110466,,
1V材料类,A596桂林理工大学,6,6,6,517,136819,,
1W化工与制药类,A596桂林理工大学,4,4,4,521,129934,,
1Z建筑类,A596桂林理工大学,2,2,2,551,79484,,
20土木类,A596桂林理工大学,8,8,8,518,135547,,
22地理信息科学,A596桂林理工大学,5,5,5,524,123512,,
23遥感科学与技术,A596桂林理工大学,6,6,6,518,134265,,
24电子信息类,A596桂林理工大学,4,4,4,529,114330,,
25计算机类,A596桂林理工大学,6,6,6,536,103010,,
26机械类,A596桂林理工大学,6,6,6,524,124362,,
27自动化,A596桂林理工大学,4,4,4,530,113333,,
29房地产开发与管理,A596桂林理工大学,4,4,4,508,153126,,
2C会计学,A596桂林理工大学,8,8,8,526,119877,,
2D物流管理,A596桂林理工大学,4,4,4,518,134716,,
2G新闻传播学类,A596桂林理工大学,4,4,4,527,118724,,
2H行政管理,A596桂林理工大学,2,2,2,528,116685,,
2K日语,A596桂林理工大学,4,4,4,520,131934,,
2L英语,A596桂林理工大学,4,4,4,531,111790,,
2N信息与计算科学,A596桂林理工大学,4,4,4,523,125005,,
02临床医学（5+3一体化）,A598广西医科大学,2,2,2,610,20395,,
03临床医学,A598广西医科大学,2,2,2,602,25330,,
13医学检验技术,A598广西医科大学,2,2,2,592,33127,,
16药学,A598广西医科大学,2,2,2,587,37127,,
18生物技术,A598广西医科大学,2,2,2,587,36797,,
25护理学,A598广西医科大学,2,2,2,556,73042,,
03针灸推拿学,A600广西中医药大学,2,2,2,541,95596,,
05临床医学,A600广西中医药大学,2,2,2,551,79282,,
09医学影像技术,A600广西中医药大学,1,1,1,539,97821,,
10医学检验技术,A600广西中医药大学,1,1,1,538,100268,,
13药学,A600广西中医药大学,2,2,2,526,92858,,
14中药学,A600广西中医药大学,1,1,1,527,118562,,
2D中医学,A600广西中医药大学,3,3,3,553,77127,,
2F护理学,A600广西中医药大学,2,2,2,514,143209,,
5C中医学（5+3一体化）,A600广西中医药大学,1,1,1,572,52281,,
02临床医学,A601桂林医学院,2,2,2,558,69727,,
03口腔医学,A601桂林医学院,2,2,2,558,70326,,
04儿科学,A601桂林医学院,2,2,2,544,89976,,
05预防医学,A601桂林医学院,2,2,2,544,90684,,
07医学影像学,A601桂林医学院,2,2,2,550,80621,,
08医学检验技术,A601桂林医学院,2,2,2,544,90869,,
09药学,A601桂林医学院,2,2,2,538,99085,,
02汉语言文学,A602广西师范大学,6,6,6,574,50844,,
04汉语国际教育,A602广西师范大学,2,2,2,562,64802,,
06历史学,A602广西师范大学,2,2,2,569,56235,,
07旅游管理,A602广西师范大学,2,2,2,538,100005,,
09文化产业管理,A602广西师范大学,4,4,4,547,86142,,
0A思想政治教育,A602广西师范大学,4,4,4,569,56316,,
0B法学,A602广西师范大学,4,4,4,560,67326,,
0F工商管理,A602广西师范大学,4,4,4,539,98537,,
0G会计学,A602广西师范大学,4,4,4,548,84298,,
0H人力资源管理,A602广西师范大学,4,4,4,545,88867,,
0K教育技术学,A602广西师范大学,2,2,2,545,87931,,
0N小学教育,A602广西师范大学,2,2,2,559,68888,,
0P外国语言文学类,A602广西师范大学,4,4,4,562,64953,,
0R日语,A602广西师范大学,3,3,3,555,73947,,
17数学类,A602广西师范大学,5,5,5,554,74946,,
19物理学,A602广西师范大学,2,2,2,555,73634,,
1A科学教育,A602广西师范大学,2,2,2,548,84271,,
1D化学类,A602广西师范大学,4,4,4,563,62784,,
1F生物科学,A602广西师范大学,4,4,4,556,72595,,
1G生物技术,A602广西师范大学,4,4,4,531,110995,,
1L地理科学,A602广西师范大学,2,2,2,555,74269,,
1M计算机科学与技术,A602广西师范大学,2,2,2,548,83538,,
1Q软件工程,A602广西师范大学,4,4,4,547,84899,,
1V电子信息工程,A602广西师范大学,2,2,2,537,101636,,
1W通信工程,A602广西师范大学,4,4,4,538,99185,,
1X电子科学与技术,A602广西师范大学,2,2,2,536,102502,,
2C统计学,A602广西师范大学,2,2,2,535,104076,,
11汉语言文学,A603南宁师范大学,5,5,5,538,100289,,
21数学与应用数学,A603南宁师范大学,4,4,4,527,118508,,
31计算机科学与技术,A603南宁师范大学,6,6,6,498,173327,,
32软件工程,A603南宁师范大学,2,2,2,512,147000,,
53外国语言文学类,A603南宁师范大学,4,4,4,531,112113,,
54地理科学类,A603南宁师范大学,6,6,6,520,131660,,
55工商管理类,A603南宁师范大学,5,5,5,513,144914,,
56公共事业管理,A603南宁师范大学,3,3,3,509,152604,,
26应用化学,A605河池学院,5,5,5,490,190545,,
31电气工程及其自动化,A605河池学院,5,5,5,489,191916,,
